experiment,model,layer,source,target,direction,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,bootstrap_unit,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,n_B,n_C,n_boot_valid,question_clusters,sample_size
Exp2B,qwen25_14b,5,math,movies,math->movies,,,,,target_question,0.03497478991596642,0.10466521539502015,-0.03831312525938494,0.19,0.526280112044818,0.5721500324209132,0.47966259700549135,0.131,1340,0.49130532212885153,0.5397005158325158,0.44559649572480103,0.643,1190,150,1000,1274,
Exp2B,qwen25_14b,5,movies,math,movies->math,,,,,target_question,0.05558611921047962,0.11688721187563089,-0.006012571814936347,0.034,0.5324586015294053,0.5702735351262467,0.49181788513428304,0.051,1563,0.47687248231892565,0.515740263141661,0.43948666609328113,0.881,1314,249,1000,1493,
Exp1,qwen25_14b,6,math,movies,math->movies,0.5090084033613446,0.5574868843369865,0.4658699254130412,0.341,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,6,movies,math,movies->math,0.5161956807442861,0.5521370179400985,0.4782494632103183,0.231,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,6,math,math,math->math,0.5120145727506679,0.5530719838531107,0.47345605490983705,0.264,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,6,movies,movies,movies->movies,0.4976638655462185,0.5509309810504791,0.44492620369031827,0.549,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,6,math,movies,math->movies,,,,,target_question,0.01936694677871148,0.09219630417924408,-0.05253070934611847,0.303,0.5124201680672269,0.554293576978557,0.4710975068561153,0.3,1340,0.4930532212885154,0.5403484841817222,0.44603479776319177,0.597,1190,150,1000,1274,
Exp2B,qwen25_14b,6,movies,math,movies->math,,,,,target_question,0.02330173051414175,0.08307400612393695,-0.03485545871995057,0.227,0.5070846552114088,0.5482224357289368,0.46669234235723833,0.366,1563,0.483782924697267,0.5200598974775725,0.4484457805811653,0.798,1314,249,1000,1493,
Exp1,qwen25_14b,7,math,movies,math->movies,0.5221680672268908,0.5706897728412175,0.47377057599036365,0.222,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,7,movies,math,movies->math,0.5259638248580318,0.5655204022867734,0.4859258594985934,0.094,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,7,math,math,math->math,0.5195729646134003,0.5627685058562498,0.479552328715405,0.164,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,7,movies,movies,movies->movies,0.4965098039215686,0.5488474791051564,0.44595887106725557,0.561,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,7,math,movies,math->movies,,,,,target_question,0.036420168067226866,0.11148000474676292,-0.0467014407918254,0.184,0.5153725490196078,0.5646713593886349,0.46162648706181464,0.273,1340,0.47895238095238096,0.5259462429539861,0.4338654336605899,0.815,1190,150,1000,1274,
Exp2B,qwen25_14b,7,movies,math,movies->math,,,,,target_question,0.03180148294853691,0.08211269257033484,-0.016797655756269302,0.106,0.5076806464824289,0.5483990293940676,0.47130854293912666,0.355,1563,0.47587916353389204,0.5131573149928206,0.4412114652388239,0.904,1314,249,1000,1493,
Exp1,qwen25_14b,8,math,movies,math->movies,0.5194509803921569,0.5705758879650294,0.4722527746042431,0.23,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,8,movies,math,movies->math,0.5678207502766011,0.6071800320474517,0.5300630834998509,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,8,math,math,math->math,0.5210583582427121,0.560968860930339,0.4820677513014943,0.153,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,8,movies,movies,movies->movies,0.5000056022408964,0.5487818179521534,0.45266428143431453,0.498,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,8,math,movies,math->movies,,,,,target_question,0.02865546218487397,0.09995353953224045,-0.04244117292656296,0.203,0.5001960784313726,0.5534705394201462,0.45237956045513444,0.498,1340,0.4715406162464986,0.5163703349725302,0.42629755053054963,0.911,1190,150,1000,1274,
Exp2B,qwen25_14b,8,movies,math,movies->math,,,,,target_question,0.08127181480870205,0.1294494127740964,0.031929200569792204,0.002,0.5226446119332734,0.5596397362969349,0.4822962247167869,0.125,1563,0.44137279712457134,0.47864899645015574,0.4049232527016326,0.999,1314,249,1000,1493,
Exp1,qwen25_14b,9,math,movies,math->movies,0.5107843137254902,0.5596984674493768,0.46421593306454195,0.33,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,9,movies,math,movies->math,0.5744194433747165,0.6115357272324946,0.5345497374881026,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,9,math,math,math->math,0.5187997041438204,0.5577733029283208,0.4780817162226158,0.194,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,9,movies,movies,movies->movies,0.5053389355742297,0.555129223162897,0.45803970846975317,0.408,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,9,math,movies,math->movies,,,,,target_question,0.016380952380952385,0.09685009840738959,-0.06270562335665293,0.346,0.49288515406162464,0.5471835442280075,0.4425686754331269,0.615,1340,0.47650420168067226,0.5202449289229415,0.4312080612536743,0.858,1190,150,1000,1274,
Exp2B,qwen25_14b,9,movies,math,movies->math,,,,,target_question,0.10188088732402978,0.15922887793060153,0.04557846557246355,0.001,0.5271558074000722,0.5644239136664201,0.48969514371924877,0.087,1563,0.4252749200760424,0.4638787235646846,0.3871454674598367,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,10,math,movies,math->movies,0.4956638655462185,0.5437728421914347,0.4504681293121932,0.585,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,10,movies,math,movies->math,0.5951416014132634,0.6326646177101961,0.5574188777742318,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,10,math,math,math->math,0.5217796604989211,0.5589348148008401,0.4819596102860127,0.142,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,10,movies,movies,movies->movies,0.5066218487394958,0.5534982162649553,0.461312342855948,0.395,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,10,math,movies,math->movies,,,,,target_question,-0.0061960784313725425,0.06077380738274161,-0.06693427906264508,0.572,0.48546778711484595,0.5301725872174816,0.4343054859346103,0.721,1340,0.4916638655462185,0.5356640886255963,0.44145227072354404,0.639,1190,150,1000,1274,
Exp2B,qwen25_14b,10,movies,math,movies->math,,,,,target_question,0.15529698703489758,0.21521465436437326,0.0879515578997149,0.0,0.5595043797717506,0.5958029858008703,0.521651484291771,0.002,1563,0.404207392736853,0.44034718852136123,0.3696100783636514,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,11,math,movies,math->movies,0.4869467787114846,0.5374439362448722,0.44062262079693726,0.69,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,11,movies,math,movies->math,0.6054935113360597,0.6429756682859029,0.5684111810428508,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,11,math,math,math->math,0.5155416185289101,0.5543611632072464,0.4764561124149666,0.212,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,11,movies,movies,movies->movies,0.5027394957983193,0.549487888268355,0.4548870518354369,0.441,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,11,math,movies,math->movies,,,,,target_question,-0.0028627450980391878,0.04923122243178649,-0.054893552332422546,0.556,0.4775014005602241,0.5267511124828709,0.43257289825570006,0.807,1340,0.4803641456582633,0.5292806610418215,0.4341986913249476,0.777,1190,150,1000,1274,
Exp2B,qwen25_14b,11,movies,math,movies->math,,,,,target_question,0.1731186542211463,0.24002431058056203,0.10780966828654016,0.0,0.5651036413538476,0.6019867375540189,0.5275583914801784,0.0,1563,0.3919849871327013,0.42964558775551864,0.35525033355055136,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,12,math,movies,math->movies,0.48310364145658263,0.53200482881183,0.4367437388023971,0.761,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,12,movies,math,movies->math,0.620546111386184,0.6552300488390681,0.5838171268359351,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,12,math,math,math->math,0.5193743008563936,0.5606306406662955,0.48004920422184366,0.164,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,12,movies,movies,movies->movies,0.49976470588235294,0.5467157446503522,0.45445126251282414,0.536,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,12,math,movies,math->movies,,,,,target_question,0.008537815126050396,0.07578094423958878,-0.06265660713417386,0.419,0.47836974789915965,0.524859350972461,0.42678642121261895,0.806,1340,0.46983193277310925,0.5167390010698741,0.42161728921216163,0.89,1190,150,1000,1274,
Exp2B,qwen25_14b,12,movies,math,movies->math,,,,,target_question,0.21460575941513393,0.2879505569010775,0.15184218921077586,0.0,0.5964344440165533,0.6381062917498619,0.560917931113957,0.0,1563,0.3818286846014194,0.41658923608820425,0.34486795371301737,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,13,math,movies,math->movies,0.4874621848739496,0.5337461625733363,0.4420897962544923,0.71,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,13,movies,math,movies->math,0.6178183051842071,0.6561779217412509,0.5819693391358057,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,13,math,math,math->math,0.5315905937295605,0.5744250662666809,0.49192373338613493,0.053,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,13,movies,movies,movies->movies,0.5185826330532213,0.5669593560040671,0.47032995735415783,0.237,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,13,math,movies,math->movies,,,,,target_question,-0.01908683473389361,0.07223653208870377,-0.10072397121427393,0.665,0.48749019607843136,0.5362824144955162,0.44085747209331494,0.693,1340,0.506577030812325,0.5520948482469361,0.45846915588533743,0.388,1190,150,1000,1274,
Exp2B,qwen25_14b,13,movies,math,movies->math,,,,,target_question,0.2162011822021725,0.28389684522240816,0.15474978282398857,0.0,0.5976875538684419,0.6362836763328532,0.5628130638005322,0.0,1563,0.38148637166626936,0.4146448605997261,0.34419063523837884,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,14,math,movies,math->movies,0.5065434173669467,0.5550402424205031,0.45819340141862863,0.4,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,14,movies,math,movies->math,0.6467697273110707,0.6826640787945671,0.6126838210727931,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,14,math,math,math->math,0.5255542718820487,0.5635883771605965,0.48439203193569824,0.098,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,14,movies,movies,movies->movies,0.5340392156862745,0.582170927844388,0.48553297856090355,0.082,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,14,math,movies,math->movies,,,,,target_question,0.02690756302521008,0.1045926174900602,-0.05327329123512975,0.237,0.49964145658263304,0.5479302466788286,0.4492722750736239,0.525,1340,0.47273389355742296,0.5210972540633271,0.42527501407827784,0.898,1190,150,1000,1274,
Exp2B,qwen25_14b,14,movies,math,movies->math,,,,,target_question,0.2847340656385053,0.3476198425444387,0.21129134988668047,0.0,0.6369679631769085,0.6696462206925405,0.5983286930819666,0.0,1563,0.35223389753840323,0.3885250569517036,0.32084427982269437,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,15,math,movies,math->movies,0.5123865546218488,0.5559382917269836,0.46928093582218294,0.29,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,15,movies,math,movies->math,0.6285904653622099,0.6659981162752594,0.5926684274426001,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,15,math,math,math->math,0.5305269785382015,0.5687884954492723,0.48945566228925413,0.059,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,15,movies,movies,movies->movies,0.5534453781512605,0.5998588400638638,0.5050238811046277,0.013,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,15,math,movies,math->movies,,,,,target_question,0.03391596638655464,0.118863430464241,-0.05023586089829355,0.246,0.5051708683473389,0.5508658847875801,0.458041887598407,0.441,1340,0.4712549019607843,0.515981641123356,0.4238879505419303,0.871,1190,150,1000,1274,
Exp2B,qwen25_14b,15,movies,math,movies->math,,,,,target_question,0.24937802962229438,0.31809478584331474,0.18320962909047372,0.0,0.6198523164194067,0.6562348466819112,0.5849597136832451,0.0,1563,0.37047428679711236,0.40386306811349326,0.33592352884583454,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,16,math,movies,math->movies,0.5435686274509804,0.5938624317335855,0.4956968260415507,0.038,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,16,movies,math,movies->math,0.6378405555249919,0.6712509317805312,0.6054899284321671,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,16,math,math,math->math,0.5437060265414779,0.5808976176467904,0.5047358713289011,0.015,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,16,movies,movies,movies->movies,0.5604033613445378,0.6066977232648537,0.5163943725253433,0.005,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,16,math,movies,math->movies,,,,,target_question,0.08745658263305317,0.1792854070576731,0.0006195239295510926,0.021,0.5372268907563025,0.586723255985263,0.4917445577616427,0.053,1340,0.4497703081232493,0.49471652245064246,0.3992852782842235,0.988,1190,150,1000,1274,
Exp2B,qwen25_14b,16,movies,math,movies->math,,,,,target_question,0.2639874566760191,0.3306389939956042,0.19648416581242803,0.0,0.6324720495375719,0.6671045469450224,0.5961399443279801,0.0,1563,0.3684845928615528,0.40203090660676144,0.3352526101754521,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,17,math,movies,math->movies,0.552,0.5959201506941952,0.506695147220662,0.011,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,17,movies,math,movies->math,0.668527993251545,0.7037549560777953,0.6371858925617362,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,17,math,math,math->math,0.5424223530346653,0.5811872584282763,0.5074233937490025,0.009,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,17,movies,movies,movies->movies,0.5688571428571428,0.6157325830847025,0.5189832191484601,0.007,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,17,math,movies,math->movies,,,,,target_question,0.0951708683473389,0.17076984978769383,0.011327660724844672,0.011,0.542515406162465,0.5891213527921949,0.4938861154407184,0.042,1340,0.44734453781512606,0.49418053868551004,0.4041435390624473,0.989,1190,150,1000,1274,
Exp2B,qwen25_14b,17,movies,math,movies->math,,,,,target_question,0.3265268073817339,0.3917610149780513,0.26128040250005763,0.0,0.6628293997909446,0.6968215435898724,0.6292159372754311,0.0,1563,0.3363025924092107,0.3699392026024394,0.30194153182049227,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,18,math,movies,math->movies,0.5581456582633053,0.6064855713726834,0.5107574693222686,0.006,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,18,movies,math,movies->math,0.6867194806623755,0.7214008850841366,0.6529956781574235,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,18,math,math,math->math,0.5422389711051206,0.5812898918770051,0.5070521781052577,0.007,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,18,movies,movies,movies->movies,0.570610644257703,0.6181633852988018,0.5192195932684548,0.003,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,18,math,movies,math->movies,,,,,target_question,0.09556862745098033,0.17584799962891054,0.015151013202483776,0.008,0.5475686274509803,0.5965091080925881,0.49993762486650783,0.026,1340,0.452,0.4956676098396349,0.4076020307877251,0.989,1190,150,1000,1274,
Exp2B,qwen25_14b,18,movies,math,movies->math,,,,,target_question,0.35733802791072966,0.4191247016589814,0.29359425950649115,0.0,0.6850675151137273,0.7179048120356922,0.6522741807904455,0.0,1563,0.32772948720299766,0.36117750672011073,0.29605305395562953,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,19,math,movies,math->movies,0.577764705882353,0.619454346837865,0.5354029296063034,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,19,movies,math,movies->math,0.7019860262969687,0.7363322454575127,0.6694130283796654,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,19,math,math,math->math,0.5825707701429768,0.6187731346653385,0.5487338325725046,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,19,movies,movies,movies->movies,0.5857254901960784,0.6339712860963296,0.5359351110581918,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,19,math,movies,math->movies,,,,,target_question,0.13615686274509797,0.2197204612467374,0.05563433888496791,0.001,0.5651596638655462,0.6143082121742521,0.5160862367305248,0.004,1340,0.4290028011204482,0.47298551648237575,0.3847024824155163,0.998,1190,150,1000,1274,
Exp2B,qwen25_14b,19,movies,math,movies->math,,,,,target_question,0.38683501127798864,0.455545041057427,0.32423405129500005,0.0,0.7002652925247412,0.7369331925407591,0.6692538042789564,0.0,1563,0.3134302812467526,0.3464307797185822,0.2778009340661301,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,20,math,movies,math->movies,0.5871316526610644,0.6321324695755375,0.5390249213934172,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,20,movies,math,movies->math,0.7340167366574365,0.7638879834897233,0.7005581659154975,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,20,math,math,math->math,0.6336151302317337,0.6687160512279247,0.599135287215358,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,20,movies,movies,movies->movies,0.6176470588235294,0.6690747163572732,0.5740723507941293,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,20,math,movies,math->movies,,,,,target_question,0.16610084033613443,0.23758074539220003,0.0839210504120477,0.0,0.5737703081232493,0.6205674908539035,0.5253227507793193,0.001,1340,0.4076694677871148,0.45424375708466613,0.3673521947229835,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,20,movies,math,movies->math,,,,,target_question,0.45352796268789003,0.5137643614649403,0.3910517430923673,0.0,0.7385248757587427,0.7690295868531872,0.7054553814948148,0.0,1563,0.2849969130708527,0.3171448562542037,0.2539903125233731,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,21,math,movies,math->movies,0.6048459383753502,0.6504226223407424,0.5609600145479137,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,21,movies,math,movies->math,0.7662919562572971,0.7947478698674726,0.7343975817609575,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,21,math,math,math->math,0.6677241691270409,0.6990101237212814,0.6366401030170281,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,21,movies,movies,movies->movies,0.6317422969187675,0.6789068063141201,0.5827522791175324,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,21,math,movies,math->movies,,,,,target_question,0.18815686274509807,0.2580799340429485,0.1136320605853366,0.0,0.5833445378151261,0.6291525484392475,0.5344943650416422,0.0,1340,0.395187675070028,0.4378470817290177,0.3490972509512181,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,21,movies,math,movies->math,,,,,target_question,0.5149104790547272,0.5701788697152086,0.46065498823042716,0.0,0.7651580446596126,0.7946300809728996,0.7374831119843808,0.0,1563,0.2502475656048853,0.28007364926734796,0.22078924558253296,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,22,math,movies,math->movies,0.5914957983193277,0.6388334429299548,0.5448709605254078,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,22,movies,math,movies->math,0.7712952265683739,0.7999084921443442,0.74269812514606,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,22,math,math,math->math,0.6884463271655877,0.7177578017620644,0.6576196811928847,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,22,movies,movies,movies->movies,0.6199383753501401,0.6627885154786142,0.5736495322323957,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,22,math,movies,math->movies,,,,,target_question,0.2161568627450981,0.28489075158458366,0.14564164727633674,0.0,0.5575910364145659,0.6056012411610379,0.51370884407482,0.005,1340,0.34143417366946777,0.3847773251915367,0.30139312179741135,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,22,movies,math,movies->math,,,,,target_question,0.5311504770986535,0.5835468881417097,0.4756546357297622,0.0,0.7648493517448791,0.7934187950531395,0.7341272633148779,0.0,1563,0.23369887464622568,0.2611559139552997,0.20573913051190393,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,23,math,movies,math->movies,0.6503081232492998,0.6941824819771105,0.6026888782719738,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,23,movies,math,movies->math,0.7803879139082968,0.806203279959413,0.7521622111969929,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,23,math,math,math->math,0.7066408709419107,0.738186816223086,0.6760066357815742,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,23,movies,movies,movies->movies,0.6417927170868347,0.687908668331955,0.5900970034885084,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,23,math,movies,math->movies,,,,,target_question,0.24384873949579833,0.3136834785179154,0.17151544304480118,0.0,0.6174565826330533,0.6589324907902475,0.5720797058447689,0.0,1340,0.3736078431372549,0.42242109730841876,0.32969330267122504,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,23,movies,math,movies->math,,,,,target_question,0.5491983153313406,0.6016944973339653,0.49389476786315806,0.0,0.7724199690695812,0.799106901218399,0.7447359565206433,0.0,1563,0.22322165373824063,0.250401169411592,0.19696800778024512,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,24,math,movies,math->movies,0.657921568627451,0.6998171922328726,0.6128253072760266,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,24,movies,math,movies->math,0.7846118110188088,0.8131842775182848,0.7567258846567424,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,24,math,math,math->math,0.7214948072350283,0.7540834318052243,0.6916676711249343,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,24,movies,movies,movies->movies,0.6480952380952381,0.6966401720250089,0.598343634974651,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,24,math,movies,math->movies,,,,,target_question,0.2756694677871149,0.342981542280966,0.19664171496952831,0.0,0.6227787114845938,0.6684793225058427,0.5759268848010743,0.0,1340,0.347109243697479,0.3931775190300715,0.3078910825903629,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,24,movies,math,movies->math,,,,,target_question,0.5562829705427494,0.6081948986042321,0.5003218881486151,0.0,0.7758125347661575,0.8038746053580216,0.7463796612413967,0.0,1563,0.21952956422340808,0.24700135196856768,0.19162300013404454,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,25,math,movies,math->movies,0.644095238095238,0.6844454314233245,0.6011558929050059,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,25,movies,math,movies->math,0.8015532449432433,0.8272814972715488,0.7748996632208057,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,25,math,math,math->math,0.7385065375657882,0.767477789328613,0.7084047063119462,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,25,movies,movies,movies->movies,0.659047619047619,0.7031921408128613,0.6115330420200148,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,25,math,movies,math->movies,,,,,target_question,0.2788851540616246,0.3597612420871387,0.20292491442760857,0.0,0.6255238095238095,0.6714350615520698,0.5823607219590934,0.0,1340,0.34663865546218486,0.38834467577554105,0.30584168434020703,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,25,movies,math,movies->math,,,,,target_question,0.5882036517454903,0.640143317246994,0.5302644583785585,0.0,0.7962351689864481,0.821929614607617,0.7670797158741818,0.0,1563,0.20803151724095775,0.23824422717070887,0.1793026561501267,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,26,math,movies,math->movies,0.7096582633053221,0.7489844329210856,0.6716386311394983,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,26,movies,math,movies->math,0.8107406796134309,0.8350066650351096,0.7849243700813628,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,26,math,math,math->math,0.7512149052832334,0.7790268301163704,0.7225424691607295,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,26,movies,movies,movies->movies,0.7071484593837535,0.7500418761853278,0.6610643081920029,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,26,math,movies,math->movies,,,,,target_question,0.4071148459383754,0.4793161387381502,0.33449904449775775,0.0,0.6844929971988796,0.7244913488226784,0.6456961908428641,0.0,1340,0.2773781512605042,0.31768325143325143,0.2355942891906307,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,26,movies,math,movies->math,,,,,target_question,0.6024019976404859,0.6498965772580896,0.5543162806772528,0.0,0.7987597268831796,0.8249302140748782,0.7739449180607815,0.0,1563,0.19635772924269376,0.22266604430599377,0.17008933589725886,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,27,math,movies,math->movies,0.7870924369747899,0.8195077659919654,0.751375228310688,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,27,movies,math,movies->math,0.832557016498261,0.8530325077113599,0.8107092291448349,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
